Faction,Unit,Tier,Models,BSData_pts,MFM_pts,Difference,Status,Row_type,Wargear_note
World Eaters,Helbrute,standard,1,120,120,0,unchanged,unit,
World Eaters,Heldrake,standard,1,200,175,-25,decreased,unit,
World Eaters,Jakhals,standard,10,65,65,0,unchanged,unit,
World Eaters,Jakhals,standard,20,140,130,-10,decreased,unit,
World Eaters,Khorne Berzerkers,standard,10,180,180,0,unchanged,unit,
World Eaters,Khorne Berzerkers,standard,20,360,345,-15,decreased,unit,
World Eaters,Khorne Lord Of Skulls,1st-2nd,1,505,505,0,unchanged,unit,
World Eaters,Khorne Lord Of Skulls,3rd+,1,535,535,0,unchanged,unit,
World Eaters,Khârn The Betrayer,standard,1,100,115,15,increased,unit,
World Eaters,Lord Invocatus,standard,1,110,110,0,unchanged,unit,
World Eaters,Lord On Juggernaut,standard,1,105,105,0,unchanged,unit,
World Eaters,Master Of Executions,standard,1,60,60,0,unchanged,unit,
World Eaters,Maulerfiend,1st-2nd,1,150,145,-5,decreased,unit,
World Eaters,Maulerfiend,3rd+,1,160,155,-5,decreased,unit,
World Eaters,Skarbrand,standard,1,305,315,10,increased,unit,
World Eaters,Slaughterbound,standard,1,100,100,0,unchanged,unit,
